Hit,Protein1,Protein2,E,Score,Organism,concat1,concat2
7481,Q4G385,B7KIS7,4.5e-07,33.3,Gloeothece citriformis (strain PCC 7424),Q4G385B7KIS7,B7KIS7Q4G385
7482,Q4G385,O49347,5.3e-07,33.1,Arabidopsis thaliana,Q4G385O49347,O49347Q4G385
7483,Q4G385,B2J1B5,1.1e-06,32.2,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),Q4G385B2J1B5,B2J1B5Q4G385
7484,Q4G385,B7JX92,1.7e-06,31.6,Rippkaea orientalis (strain PCC 8801),Q4G385B7JX92,B7JX92Q4G385
7485,Q6B8S3,B1XNN2,4.3e-84,285.0,Synechococcus sp. PCC 7002,Q6B8S3B1XNN2,B1XNN2Q6B8S3
7486,Q6B8S3,Q10W18,1e-83,283.8,Trichodesmium erythraeum (strain IMS101),Q6B8S3Q10W18,Q10W18Q6B8S3
7487,Q6B8S3,Q32RL4,1.7e-83,283.1,Zygnema circumcarinatum,Q6B8S3Q32RL4,Q32RL4Q6B8S3
7488,Q6B8S3,Q1ACM4,2.1e-83,282.8,Chara vulgaris,Q6B8S3Q1ACM4,Q1ACM4Q6B8S3
7489,Q6B8S3,A2T334,2.2e-83,282.7,Angiopteris evecta,Q6B8S3A2T334,A2T334Q6B8S3
7490,Q6B8S3,P12202,3.3e-83,282.1,Marchantia polymorpha,Q6B8S3P12202,P12202Q6B8S3
7491,Q6B8S3,Q8WI17,3.6e-83,282.0,Psilotum nudum,Q6B8S3Q8WI17,Q8WI17Q6B8S3
7492,Q6B8S3,P56311,4.8e-83,281.6,Chlorella vulgaris,Q6B8S3P56311,P56311Q6B8S3
7493,Q6B8S3,Q9TL02,1.1e-82,280.4,Nephroselmis olivacea,Q6B8S3Q9TL02,Q9TL02Q6B8S3
7494,Q6B8S3,Q32RY5,1.1e-82,280.4,Staurastrum punctulatum,Q6B8S3Q32RY5,Q32RY5Q6B8S3
7495,Q6B8S3,Q6YXP2,1.7e-82,279.9,Physcomitrium patens,Q6B8S3Q6YXP2,Q6YXP2Q6B8S3
7496,Q6B8S3,Q9MUT7,4.3e-82,278.5,Mesostigma viride,Q6B8S3Q9MUT7,Q9MUT7Q6B8S3
7497,Q3ZJ28,P37256,5.5e-15,57.0,Chlamydomonas reinhardtii,Q3ZJ28P37256,P37256Q3ZJ28
7498,Q3ZJ28,Q8M9Z1,6.1e-14,53.9,Chaetosphaeridium globosum,Q3ZJ28Q8M9Z1,Q8M9Z1Q3ZJ28
7499,Q3ZJ28,Q9TKW5,6.2e-14,53.9,Nephroselmis olivacea,Q3ZJ28Q9TKW5,Q9TKW5Q3ZJ28
7500,Q3ZJ28,P59904,8.3e-14,53.5,Klebsormidium bilatum,Q3ZJ28P59904,P59904Q3ZJ28
7501,Q3ZJ28,Q32RQ5,1.1e-13,53.2,Zygnema circumcarinatum,Q3ZJ28Q32RQ5,Q32RQ5Q3ZJ28
7502,Q3ZJ28,P59903,1.2e-13,53.0,Coleochaete orbicularis,Q3ZJ28P59903,P59903Q3ZJ28
7503,Q3ZJ28,Q32RU2,1.5e-13,52.7,Staurastrum punctulatum,Q3ZJ28Q32RU2,Q32RU2Q3ZJ28
7504,Q3ZJ28,P12182,1.6e-13,52.7,Marchantia polymorpha,Q3ZJ28P12182,P12182Q3ZJ28
7505,Q3ZJ28,P59905,2.4e-13,52.1,Spirogyra maxima,Q3ZJ28P59905,P59905Q3ZJ28
7506,Q3ZJ28,Q6EYH9,3.5e-13,51.7,Houttuynia cordata,Q3ZJ28Q6EYH9,Q6EYH9Q3ZJ28
7507,Q3ZJ28,Q9G2D7,3.5e-13,51.7,Saururus cernuus,Q3ZJ28Q9G2D7,Q9G2D7Q3ZJ28
7508,Q06J12,Q1XD97,9.1e-18,67.2,Pyropia yezoensis,Q06J12Q1XD97,Q1XD97Q06J12
7509,Q06J12,P51390,9.1e-18,67.2,Porphyra purpurea,Q06J12P51390,P51390Q06J12
7510,Q06J12,P49474,1.6e-17,66.4,Trieres chinensis,Q06J12P49474,P49474Q06J12
7511,Q06J12,Q6B8K5,1.7e-17,66.3,Gracilaria tenuistipitata var. liui,Q06J12Q6B8K5,Q6B8K5Q06J12
7512,Q06J12,Q0P3N7,5.2e-17,64.8,Ostreococcus tauri,Q06J12Q0P3N7,Q0P3N7Q06J12
7513,Q06J12,Q20EW3,7.4e-17,64.3,Oltmannsiellopsis viridis,Q06J12Q20EW3,Q20EW3Q06J12
7514,Q06J12,P05334,7.9e-17,64.3,Euglena gracilis,Q06J12P05334,P05334Q06J12
7515,Q06J12,Q9TM21,9.9e-17,64.0,Cyanidium caldarium,Q06J12Q9TM21,Q9TM21Q06J12
7516,Q06J12,Q3MC10,1.5e-16,63.4,Trichormus variabilis ATCC 29413,Q06J12Q3MC10,Q3MC10Q06J12
7517,Q06J12,B7K625,1.7e-16,63.2,Rippkaea orientalis (strain PCC 8801),Q06J12B7K625,B7K625Q06J12
7518,Q06J12,P56310,2.8e-16,62.5,Chlorella vulgaris,Q06J12P56310,P56310Q06J12
7519,Q06J12,Q8YQI1,3e-16,62.5,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Q06J12Q8YQI1,Q8YQI1Q06J12
7520,Q06J12,B7KH61,3.6e-16,62.2,Gloeothece citriformis (strain PCC 7424),Q06J12B7KH61,B7KH61Q06J12
7521,Q06J12,P12239,4.3e-16,62.0,Thermosynechococcus vulcanus,Q06J12P12239,P12239Q06J12
7522,P63448,Q9EZI1,4.6e-30,107.7,Xanthomonas albilineans,P63448Q9EZI1,Q9EZI1P63448
7523,P63448,B2SNN4,5.3e-30,107.5,Xanthomonas oryzae pv. oryzae (strain PXO99A),P63448B2SNN4,B2SNN4P63448
7524,P63448,Q2P7B5,5.3e-30,107.5,Xanthomonas oryzae pv. oryzae (strain MAFF 311018),P63448Q2P7B5,Q2P7B5P63448
7525,P63448,B0RYI4,1.3999999999999998e-29,106.2,Xanthomonas campestris pv. campestris (strain B100),P63448B0RYI4,B0RYI4P63448
7526,P63448,P63447,1.3999999999999998e-29,106.2,Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25),P63448P63447,P63447P63448
7527,P63448,Q4URQ3,1.3999999999999998e-29,106.2,Xanthomonas campestris pv. campestris (strain 8004),P63448Q4URQ3,Q4URQ3P63448
7528,P63448,Q3BWI5,1.3999999999999998e-29,106.2,Xanthomonas campestris pv. vesicatoria str. 85-10,P63448Q3BWI5,Q3BWI5P63448
7529,P63448,P63446,1.3999999999999998e-29,106.2,Xanthomonas citri pv. citri str. 306,P63448P63446,P63446P63448
7530,P63448,A2SDG2,1.8000000000000002e-28,102.7,Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1),P63448A2SDG2,A2SDG2P63448
7531,P63448,Q1H165,1.8000000000000002e-28,102.6,Methylobacillus flagellatus (strain KT / ATCC 51484 / DSM 6875),P63448Q1H165,Q1H165P63448
7532,P63448,A1K5Y8,1.9999999999999997e-28,102.5,Azoarcus sp. (strain BH72),P63448A1K5Y8,A1K5Y8P63448
7533,P63448,A1WWE5,2.8e-28,102.0,Halorhodospira halophila (strain DSM 244 / SL1),P63448A1WWE5,A1WWE5P63448
7534,P63448,C1DRH0,5.1e-28,101.2,Azotobacter vinelandii DJ,P63448C1DRH0,C1DRH0P63448
7535,P63448,A4VMS0,5.1e-28,101.2,Pseudomonas stutzeri (strain A1501),P63448A4VMS0,A4VMS0P63448
7536,P63448,B8GSL1,6.5e-28,100.9,Thioalkalivibrio sulfidiphilus (strain HL-EbGR7),P63448B8GSL1,B8GSL1P63448
7537,P63448,C1DCE5,6.7e-28,100.8,Laribacter hongkongensis (strain HLHK9),P63448C1DCE5,C1DCE5P63448
7538,P0A412,B7KFK8,2.9e-52,178.9,Gloeothece citriformis (strain PCC 7424),P0A412B7KFK8,B7KFK8P0A412
7539,P0A412,P32422,2.9e-52,178.9,Synechocystis sp. (strain PCC 6803 / Kazusa),P0A412P32422,P32422P0A412
7540,P0A412,B0JJ37,3.7e-52,178.5,Microcystis aeruginosa (strain NIES-843),P0A412B0JJ37,B0JJ37P0A412
7541,P0A412,B7K3K1,4.9e-52,178.2,Rippkaea orientalis (strain PCC 8801),P0A412B7K3K1,B7K3K1P0A412
7542,P0A412,P31087,9.3e-52,177.3,Synechococcus sp. PCC 7002,P0A412P31087,P31087P0A412
7543,P0A412,B1WYT0,1.3e-51,176.9,Crocosphaera subtropica (strain ATCC 51142 / BH68),P0A412B1WYT0,B1WYT0P0A412
7544,Q9MUS4,Q32RW4,9.8e-10,41.5,Staurastrum punctulatum,Q9MUS4Q32RW4,Q32RW4Q9MUS4
7545,Q9MUS4,Q9TL01,1.3e-09,41.1,Nephroselmis olivacea,Q9MUS4Q9TL01,Q9TL01Q9MUS4
7546,Q9MUS4,Q32RF9,1.8e-09,40.8,Zygnema circumcarinatum,Q9MUS4Q32RF9,Q32RF9Q9MUS4
7547,Q9MUS4,A6MVY7,2e-09,40.6,Rhodomonas salina,Q9MUS4A6MVY7,A6MVY7Q9MUS4
7548,Q9MUS4,P48258,2.1e-09,40.6,Cyanophora paradoxa,Q9MUS4P48258,P48258Q9MUS4
7549,Q9MUS4,Q4G3B2,2.2e-09,40.5,Emiliania huxleyi,Q9MUS4Q4G3B2,Q4G3B2Q9MUS4
7550,Q9MUS4,Q1ACN8,2.6e-09,40.3,Chara vulgaris,Q9MUS4Q1ACN8,Q1ACN8Q9MUS4
7551,Q9MUS4,Q2PMT6,3.1e-09,40.0,Glycine max,Q9MUS4Q2PMT6,Q2PMT6Q9MUS4
7552,Q9MUS4,A6MMK0,3.1e-09,40.0,Dioscorea elephantipes,Q9MUS4A6MMK0,A6MMK0Q9MUS4
7553,Q9MUS4,O78498,3.2e-09,40.0,Guillardia theta,Q9MUS4O78498,O78498Q9MUS4
7554,Q9MUS4,Q33C44,5.4e-09,39.4,Nicotiana tomentosiformis,Q9MUS4Q33C44,Q33C44Q9MUS4
7555,Q9MUS4,O96807,6e-09,39.2,Skeletonema costatum,Q9MUS4O96807,O96807Q9MUS4
7556,Q9MUS4,A0T0S5,6e-09,39.2,Thalassiosira pseudonana,Q9MUS4A0T0S5,A0T0S5Q9MUS4
7557,Q9MUS4,A4GGA4,6.3e-09,39.2,Phaseolus vulgaris,Q9MUS4A4GGA4,A4GGA4Q9MUS4
7558,Q9MUS4,Q06H04,7.1e-09,39.0,Drimys granadensis,Q9MUS4Q06H04,Q06H04Q9MUS4
7559,Q9MUS4,Q7GQD2,7.5e-09,38.9,Panax quinquefolius,Q9MUS4Q7GQD2,Q7GQD2Q9MUS4
7560,O78469,P37277,1.4e-49,172.4,Synechocystis sp. (strain PCC 6803 / Kazusa),O78469P37277,P37277O78469
7561,O78469,Q9SUI4,1.9e-38,136.3,Arabidopsis thaliana,O78469Q9SUI4,Q9SUI4O78469
7562,O78469,Q41385,4.6e-38,135.1,Spinacia oleracea,O78469Q41385,Q41385O78469
7563,P50255,Q08051,2.8e-305,1017.1,Chrysotila carterae,P50255Q08051,Q08051P50255
7564,P50255,P14957,1e-303,1011.9,Guillardia theta,P50255P14957,P14957P50255
7565,P50255,P24624,5.3e-302,1006.3,Antithamnion sp.,P50255P24624,P24624P50255
7566,P50255,Q4G3F4,2.3e-300,1000.9,Emiliania huxleyi,P50255Q4G3F4,Q4G3F4P50255
7567,P50255,A6MVT9,1.0000000000000001e-298,995.4,Rhodomonas salina,P50255A6MVT9,A6MVT9P50255
7568,P50255,P24673,2.5e-287,957.9,Cylindrotheca sp. (strain N1),P50255P24673,P24673P50255
7569,P49564,A9BAH6,1.6e-14,57.8,Prochlorococcus marinus (strain MIT 9211),P49564A9BAH6,A9BAH6P49564
7570,P49564,Q7VBW1,2e-14,57.6,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),P49564Q7VBW1,Q7VBW1P49564
7571,P49564,Q85C28,7.4e-14,55.8,Anthoceros angustus,P49564Q85C28,Q85C28P49564
7572,P49564,Q8M9U3,1.1e-13,55.3,Chaetosphaeridium globosum,P49564Q8M9U3,Q8M9U3P49564
7573,P49564,Q5SD01,1.1e-13,55.2,Huperzia lucidula,P49564Q5SD01,Q5SD01P49564
7574,P49564,Q7V7I8,2.1e-13,54.4,Prochlorococcus marinus (strain MIT 9313),P49564Q7V7I8,Q7V7I8P49564
7575,P49564,A2C9P3,2.1e-13,54.4,Prochlorococcus marinus str. MIT 9303,P49564A2C9P3,A2C9P3P49564
7576,P49564,Q0IAJ5,2.4e-13,54.2,Synechococcus sp. (strain CC9311),P49564Q0IAJ5,Q0IAJ5P49564
7577,P49564,A5GKS6,2.4e-13,54.2,Synechococcus sp. (strain WH7803),P49564A5GKS6,A5GKS6P49564
7578,P49564,Q3AXR9,3.6e-13,53.7,Synechococcus sp. CC9902,P49564Q3AXR9,Q3AXR9P49564
7579,P49564,A2BWH6,3.9e-13,53.5,Prochlorococcus marinus str. MIT 9515,P49564A2BWH6,A2BWH6P49564
7580,P49564,Q118B3,4e-13,53.5,Trichodesmium erythraeum (strain IMS101),P49564Q118B3,Q118B3P49564
7581,P49564,Q7V1L2,4.1e-13,53.5,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4),P49564Q7V1L2,Q7V1L2P49564
7582,P49564,A2BR89,4.3e-13,53.4,Prochlorococcus marinus (strain AS9601),P49564A2BR89,A2BR89P49564
7583,P49564,A3PD13,4.3e-13,53.4,Prochlorococcus marinus (strain MIT 9301),P49564A3PD13,A3PD13P49564
7584,A0T0M9,Q1XDK3,0.0,1480.9,Pyropia yezoensis,A0T0M9Q1XDK3,Q1XDK3A0T0M9
7585,A0T0M9,A6MVZ6,0.0,1456.3,Rhodomonas salina,A0T0M9A6MVZ6,A6MVZ6A0T0M9
7586,A0T0M9,Q19V90,0.0,1441.0,Chlorokybus atmophyticus,A0T0M9Q19V90,Q19V90A0T0M9
7587,A0T0M9,Q9MUR7,0.0,1440.7,Mesostigma viride,A0T0M9Q9MUR7,Q9MUR7A0T0M9
7588,A0T0M9,Q9TKW1,0.0,1424.3,Nephroselmis olivacea,A0T0M9Q9TKW1,Q9TKW1A0T0M9
7589,A0T0M9,Q5N0D5,0.0,1423.8,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),A0T0M9Q5N0D5,Q5N0D5A0T0M9
7590,A0T0M9,Q31LJ1,0.0,1423.8,Synechococcus elongatus (strain PCC 7942 / FACHB-805),A0T0M9Q31LJ1,Q31LJ1A0T0M9
7591,A0T0M9,Q32RG9,0.0,1418.0,Zygnema circumcarinatum,A0T0M9Q32RG9,Q32RG9A0T0M9
7592,A0T0M9,Q8MFA2,0.0,1417.9,Physcomitrium patens,A0T0M9Q8MFA2,Q8MFA2A0T0M9
7593,A0T0M9,P56342,0.0,1416.4,Chlorella vulgaris,A0T0M9P56342,P56342A0T0M9
7594,A0T0M9,P06408,0.0,1414.4,Marchantia polymorpha,A0T0M9P06408,P06408A0T0M9
7595,B7FUM7,D0NVH9,4.4e-197,661.0,Phytophthora infestans (strain T30-4),B7FUM7D0NVH9,D0NVH9B7FUM7
7596,B7FUM7,B4PPT4,2.9e-159,536.2,Drosophila yakuba,B7FUM7B4PPT4,B4PPT4B7FUM7
7597,B7FUM7,Q017T9,2.6e-157,529.7,Ostreococcus tauri,B7FUM7Q017T9,Q017T9B7FUM7
7598,B7FUM7,A4RYD2,2.4e-154,519.9,Ostreococcus lucimarinus (strain CCE9901),B7FUM7A4RYD2,A4RYD2B7FUM7
7599,B7FUM7,B0DQB9,1e-153,517.9,Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686),B7FUM7B0DQB9,B0DQB9B7FUM7
7600,B7FUM7,A8NDT2,3.2e-153,516.2,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003),B7FUM7A8NDT2,A8NDT2B7FUM7
7601,B7FUM7,A9SCV9,3.4e-153,516.1,Physcomitrium patens,B7FUM7A9SCV9,A9SCV9B7FUM7
7602,B7FUM7,A5DIP4,1.6e-152,513.9,Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324),B7FUM7A5DIP4,A5DIP4B7FUM7
7603,B7FUM7,Q4P7R2,3.8e-152,512.7,Ustilago maydis (strain 521 / FGSC 9021),B7FUM7Q4P7R2,Q4P7R2B7FUM7
7604,B7FUM7,A5DSZ3,5.9999999999999996e-151,508.7,Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239),B7FUM7A5DSZ3,A5DSZ3B7FUM7
7605,B7FUM7,Q6FMU9,7.899999999999999e-151,508.3,Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65),B7FUM7Q6FMU9,Q6FMU9B7FUM7
7606,B7FUM7,A9TIK2,1.5e-150,507.4,Physcomitrium patens,B7FUM7A9TIK2,A9TIK2B7FUM7
7607,B7FUM7,C5MBF2,2.4e-150,506.8,Candida tropicalis (strain ATCC MYA-3404 / T1),B7FUM7C5MBF2,C5MBF2B7FUM7
7608,B7FUM7,Q851S8,2.8e-150,506.5,Oryza sativa subsp. japonica,B7FUM7Q851S8,Q851S8B7FUM7
7609,B7FUM7,A8Q0E3,3.2e-150,506.3,Malassezia globosa (strain ATCC MYA-4612 / CBS 7966),B7FUM7A8Q0E3,A8Q0E3B7FUM7
7610,B7FUM7,C4R8E8,3.4e-150,506.2,Komagataella phaffii (strain GS115 / ATCC 20864),B7FUM7C4R8E8,C4R8E8B7FUM7
7611,B7FUM7,Q6CQ65,5.9e-150,505.5,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37),B7FUM7Q6CQ65,Q6CQ65B7FUM7
7612,B7FUM7,C5WNV2,8e-150,505.0,Sorghum bicolor,B7FUM7C5WNV2,C5WNV2B7FUM7
7613,B7FUM7,A3LYS9,8.699999999999999e-150,504.9,Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545),B7FUM7A3LYS9,A3LYS9B7FUM7
7614,A0T0A0,Q6B8U9,1.3e-13,53.6,Gracilaria tenuistipitata var. liui,A0T0A0Q6B8U9,Q6B8U9A0T0A0
7615,A0T0A0,A6MVZ4,1.3e-13,53.5,Rhodomonas salina,A0T0A0A6MVZ4,A6MVZ4A0T0A0
7616,A0T0A0,O78505,2.5e-13,52.8,Guillardia theta,A0T0A0O78505,O78505A0T0A0
7617,A0T0A0,P74149,4.6e-13,51.9,Synechocystis sp. (strain PCC 6803 / Kazusa),A0T0A0P74149,P74149A0T0A0
7618,A0T0A0,Q4G378,7.1e-13,51.4,Emiliania huxleyi,A0T0A0Q4G378,Q4G378A0T0A0
7619,A0T0A0,Q32RH6,1.5e-12,50.4,Zygnema circumcarinatum,A0T0A0Q32RH6,Q32RH6A0T0A0
7620,A0T0A0,Q8M9Y4,2e-12,50.0,Chaetosphaeridium globosum,A0T0A0Q8M9Y4,Q8M9Y4A0T0A0
7621,A0T0A0,Q32RT5,2.2e-12,49.9,Staurastrum punctulatum,A0T0A0Q32RT5,Q32RT5A0T0A0
7622,A0T0A0,Q1ACI5,2.5e-12,49.7,Chara vulgaris,A0T0A0Q1ACI5,Q1ACI5A0T0A0
7623,A0T0A0,B7JUD9,3.1e-12,49.4,Rippkaea orientalis (strain PCC 8801),A0T0A0B7JUD9,B7JUD9A0T0A0
7624,A0T0A0,B0JUK8,3.1e-12,49.4,Microcystis aeruginosa (strain NIES-843),A0T0A0B0JUK8,B0JUK8A0T0A0
7625,A0T0A0,B1WY29,4.3e-12,49.0,Crocosphaera subtropica (strain ATCC 51142 / BH68),A0T0A0B1WY29,B1WY29A0T0A0
7626,A0T0A0,Q9Z3G1,4.4e-12,49.0,Synechococcus elongatus (strain PCC 7942 / FACHB-805),A0T0A0Q9Z3G1,Q9Z3G1A0T0A0
7627,A0T0A0,Q1XDG9,4.6e-12,48.9,Pyropia yezoensis,A0T0A0Q1XDG9,Q1XDG9A0T0A0
7628,A0T0A0,P12120,4.7e-12,48.9,Marchantia polymorpha,A0T0A0P12120,P12120A0T0A0
7629,P51190,Q223N7,3.4e-11,46.7,Synechococcus sp. (strain JA-3-3Ab),P51190Q223N7,Q223N7P51190
7630,P51190,Q2JHS2,8.9e-11,45.5,Synechococcus sp. (strain JA-2-3B'a(2-13)),P51190Q2JHS2,Q2JHS2P51190
7631,P51190,O86448,4.2e-10,43.4,Pseudanabaena sp. (strain PCC 6903),P51190O86448,O86448P51190
7632,P51190,B7KHE4,1.1e-09,42.2,Gloeothece citriformis (strain PCC 7424),P51190B7KHE4,B7KHE4P51190
7633,P51190,P48130,1.1e-09,42.2,Cyanophora paradoxa,P51190P48130,P48130P51190
7634,P51190,Q6B951,1.3e-09,41.9,Gracilaria tenuistipitata var. liui,P51190Q6B951,Q6B951P51190
7635,P51190,Q7VB02,1.6e-09,41.7,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),P51190Q7VB02,Q7VB02P51190
7636,P51190,Q10VQ4,1.7e-09,41.6,Trichodesmium erythraeum (strain IMS101),P51190Q10VQ4,Q10VQ4P51190
7637,P51190,B2J0Q6,2.1e-09,41.3,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),P51190B2J0Q6,B2J0Q6P51190
7638,P51190,Q602M9,3.7e-09,40.5,Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath),P51190Q602M9,Q602M9P51190
7639,P51190,Q7X5L5,4e-09,40.5,Thermus aquaticus,P51190Q7X5L5,Q7X5L5P51190
7640,P51190,P45647,6.3e-09,39.8,Coxiella burnetii (strain RSA 493 / Nine Mile phase I),P51190P45647,P45647P51190
7641,P51190,B6J2B1,6.3e-09,39.8,Coxiella burnetii (strain CbuG_Q212),P51190B6J2B1,B6J2B1P51190
7642,P51190,A9NBA2,6.3e-09,39.8,Coxiella burnetii (strain RSA 331 / Henzerling II),P51190A9NBA2,A9NBA2P51190
7643,P51190,A9BBI9,6.6e-09,39.8,Prochlorococcus marinus (strain MIT 9211),P51190A9BBI9,A9BBI9P51190
7644,A0L5Y8,B2IK77,7e-59,203.5,Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB 8712),A0L5Y8B2IK77,B2IK77A0L5Y8
7645,A0L5Y8,B2UQM5,4.6e-57,197.6,Akkermansia muciniphila (strain ATCC BAA-835 / DSM 22959 / JCM 33894 / BCRC 81048 / CCUG 64013 / CIP 107961 / Muc),A0L5Y8B2UQM5,B2UQM5A0L5Y8
7646,A0L5Y8,A6Q1J3,8.3e-57,196.7,Nitratiruptor sp. (strain SB155-2),A0L5Y8A6Q1J3,A6Q1J3A0L5Y8
7647,A0L5Y8,Q31IW7,1.3e-56,196.1,Hydrogenovibrio crunogenus (strain DSM 25203 / XCL-2),A0L5Y8Q31IW7,Q31IW7A0L5Y8
7648,A0L5Y8,Q8YPJ3,1.6e-56,195.8,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),A0L5Y8Q8YPJ3,Q8YPJ3A0L5Y8
7649,A0L5Y8,Q3MFA7,2e-56,195.5,Trichormus variabilis ATCC 29413,A0L5Y8Q3MFA7,Q3MFA7A0L5Y8
7650,A0L5Y8,Q11HR7,3.1e-56,194.8,Chelativorans sp. (strain BNC1),A0L5Y8Q11HR7,Q11HR7A0L5Y8
7651,A0L5Y8,A6QCR3,3.3e-56,194.8,Sulfurovum sp. NBC37-1,A0L5Y8A6QCR3,A6QCR3A0L5Y8
7652,A0L5Y8,Q7M8E7,4.1e-56,194.5,Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W),A0L5Y8Q7M8E7,Q7M8E7A0L5Y8
7653,A0L5Y8,B0T2D7,4.9e-56,194.2,Caulobacter sp. K31,A0L5Y8B0T2D7,B0T2D7A0L5Y8
7654,A0L5Y8,A6W377,5.2e-56,194.1,Marinomonas sp. MWYL1,A0L5Y8A6W377,A6W377A0L5Y8
7655,A0L5Y8,A6X0D3,6.6e-56,193.8,Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 24695 / JCM 21032 / LMG 3331 / NBRC 15819 / NCTC 12168 / Alc 37),A0L5Y8A6X0D3,A6X0D3A0L5Y8
7656,A0L5Y8,A0RM26,1.1e-55,193.1,Campylobacter fetus subsp. fetus 82-40,A0L5Y8A0RM26,A0RM26A0L5Y8
7657,A0L5Y8,B2ITP1,1.2e-55,193.0,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),A0L5Y8B2ITP1,B2ITP1A0L5Y8
7658,A0L5Y8,A1W1U5,1.7999999999999997e-55,192.4,Campylobacter jejuni subsp. jejuni serotype O:23/36 (strain 81-176),A0L5Y8A1W1U5,A1W1U5A0L5Y8
7659,A0L5Y8,Q5HSA5,1.7999999999999997e-55,192.4,Campylobacter jejuni (strain RM1221),A0L5Y8Q5HSA5,Q5HSA5A0L5Y8
7660,A0L5Y8,A8FP06,1.7999999999999997e-55,192.4,Campylobacter jejuni subsp. jejuni serotype O:6 (strain 81116 / NCTC 11828),A0L5Y8A8FP06,A8FP06A0L5Y8
7661,A0L5Y8,Q0P7T9,1.7999999999999997e-55,192.4,Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168),A0L5Y8Q0P7T9,Q0P7T9A0L5Y8
7662,A0L5Y8,Q98N42,1.9e-55,192.3,Mesorhizobium japonicum MAFF 303099,A0L5Y8Q98N42,Q98N42A0L5Y8
7663,Q3MFC0,B7K334,7.6e-103,347.0,Rippkaea orientalis (strain PCC 8801),Q3MFC0B7K334,B7K334Q3MFC0
7664,Q3MFC0,B8HMQ5,4.499999999999999e-96,324.9,Cyanothece sp. (strain PCC 7425 / ATCC 29141),Q3MFC0B8HMQ5,B8HMQ5Q3MFC0
7665,Q3MFC0,B0JI02,2e-95,322.8,Microcystis aeruginosa (strain NIES-843),Q3MFC0B0JI02,B0JI02Q3MFC0
7666,Q3MFC0,Q7NPG9,2.7e-83,283.2,Gloeobacter violaceus (strain ATCC 29082 / PCC 7421),Q3MFC0Q7NPG9,Q7NPG9Q3MFC0
7667,Q3MFC0,Q7V541,1.6e-80,274.2,Prochlorococcus marinus (strain MIT 9313),Q3MFC0Q7V541,Q7V541Q3MFC0
7668,Q3MFC0,Q2JV82,2.5000000000000004e-80,273.5,Synechococcus sp. (strain JA-3-3Ab),Q3MFC0Q2JV82,Q2JV82Q3MFC0
7669,Q3MFC0,A2CC28,4.2e-80,272.8,Prochlorococcus marinus str. MIT 9303,Q3MFC0A2CC28,A2CC28Q3MFC0
7670,Q3MFC0,A9BCP6,1.8e-79,270.7,Prochlorococcus marinus (strain MIT 9211),Q3MFC0A9BCP6,A9BCP6Q3MFC0
7671,Q3MFC0,Q0ID06,1e-78,268.2,Synechococcus sp. (strain CC9311),Q3MFC0Q0ID06,Q0ID06Q3MFC0
7672,Q3MFC0,Q2JIM6,1.1e-78,268.2,Synechococcus sp. (strain JA-2-3B'a(2-13)),Q3MFC0Q2JIM6,Q2JIM6Q3MFC0
7673,Q1KVR8,Q06SJ8,1.1e-103,348.9,Stigeoclonium helveticum,Q1KVR8Q06SJ8,Q06SJ8Q1KVR8
7674,Q1KVR8,Q19V63,1.7e-97,328.8,Chlorokybus atmophyticus,Q1KVR8Q19V63,Q19V63Q1KVR8
7675,Q1KVR8,Q20ET3,4.2e-97,327.5,Oltmannsiellopsis viridis,Q1KVR8Q20ET3,Q20ET3Q1KVR8
